,GLOBAL_INDEX,WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY,FAILED,WORD_CLEAN,AFFIX_CLEAN,FULL_ENTRY_CLEAN
12555,12555,maārúme,bāmârúme,1al2a,Le frère de ma mère.,n.,P375-C1,"maārúme, bāmârúme, 1al2a, (cfr nárume 1a), le frère de ma mère, Nambúre mārúme !, que je sois déshonorée!, serment, imprécation. V. parenté, p. 618.",False,mārúme,bāmârúme,"mārúme, bāmârúme, 1al2a, (cfr nárume 1a), le frère de ma mère, Nambúre mārúme !, que je sois déshonorée!, serment, imprécation. V. parenté, p. 618."
12570,12570,murúmuna,bārúmuna,,cadet ou cadette,n.,P375-C2,"murúmuna, bārúmuna, tjs  C, cadet ou cadette. Murúmuna wumugòre wāwe, la sæur de ta femme. V. parenté, p. 619, 620.",False,murúmuna,bārúmuna,"murúmuna, bārúmuna, tjs  C, cadet ou cadette. Murúmuna wumugòre wāwe, la sæur de ta femme. V. parenté, p. 619, 620."
12572,12572,murúmunanje,la,,mon frère puîné (locuteur masculin). Ma sœur puînée (locuteur féminin).,n.,P375-C2,"murúmunanje, la, (cfr -rúmuna la), mon frère puîné (locuteur masculin). Ma sœur puînée (locuteur féminin). V. parenté, p. 619, 620.",False,murúmunanje,la,"murúmunanje, la, (cfr -rúmuna la), mon frère puîné (locuteur masculin). Ma sœur puînée (locuteur féminin). V. parenté, p. 619, 620."
12573,12573,murúmunáwe,barúmunáwe,lal2a,"son cadet, sa cadette, sa puînée personne de sexe féminin).",n.,P375-C2,"murúmunáwe, barúmunáwe, lal2a, (cfr -rúmuna la), son cadet, sa cadette, sa puînée personne de sexe féminin). Barúmunawe băma bágira umwîkomo ngo wêwé yāronse umugenzi, ses jeunes sœurs en éprouvèrent du dépit en disant: celle-là a trouvé un mari. V. parenté, p. 619, 620.",False,murúmunáwe,barúmunáwe,"murúmunáwe, barúmunáwe, lal2a, (cfr -rúmuna la), son cadet, sa cadette, sa puînée personne de sexe féminin). Barúmunawe băma bágira umwîkomo ngo wêwé yāronse umugenzi, ses jeunes sœurs en éprouvèrent du dépit en disant: celle-là a trouvé un mari. V. parenté, p. 619, 620."
12599,12599,irundo,ama,5|6,"tas, monticule",n.,P376-C2,"irundo, ama, 5|6, (cfr -rundo 7), tas, monticule., Prov. 632.",False,irundo,ama,"irundo, ama, 5|6, (cfr -rundo 7), tas, monticule., Prov. 632."
12659,12659,indûrú,rûrú,,"cri, clameur",n.,P378-C1,"indûrú, (cfr -rûrú 7) cri, clameur. Nkūrakw îndûrú! laisse-moi tranquille!, cesse de me casser les oreilles. Gukóma indûûrú, pousser des cris (d'alarme). Abantu bāza barakóma indûrú ngo nāpfé ndétse bashāka pukumusakirira háno nyéne, la foule réclamait sa mort à grands cris et certains voulaient même le massacrer sur place. Indûrú mbí, lamentations, hurlements des pleureuses. Indûrú y'ikinyóro, symptômes du pian. Gutá indûrú ku munwa, vociférer, appeler au secours. Kuvúza indûrú, hurler, pousser le cri (alarme). Indûrú y'umugabo, les criailleries du mari. Atēreye indûrú ku munwa, il se mit à pousser des cris. — Le cri d'alarme était poussé en cas de péril de mort ou après la constatation d'un décès (excepté lorsque qqn était foudroyé; v. -kângwa). Prov. 92, 139, 141, 659, 666, 1035, 1051-1053, 1424, 1462-1463, 1542, 1577, 2195, 2248.",False,indûrú,rûrú,"indûrú, (cfr -rûrú 7) cri, clameur. Nkūrakw îndûrú! laisse-moi tranquille!, cesse de me casser les oreilles. Gukóma indûûrú, pousser des cris (d'alarme). Abantu bāza barakóma indûrú ngo nāpfé ndétse bashāka pukumusakirira háno nyéne, la foule réclamait sa mort à grands cris et certains voulaient même le massacrer sur place. Indûrú mbí, lamentations, hurlements des pleureuses. Indûrú y'ikinyóro, symptômes du pian. Gutá indûrú ku munwa, vociférer, appeler au secours. Kuvúza indûrú, hurler, pousser le cri (alarme). Indûrú y'umugabo, les criailleries du mari. Atēreye indûrú ku munwa, il se mit à pousser des cris. — Le cri d'alarme était poussé en cas de péril de mort ou après la constatation d'un décès (excepté lorsque qqn était foudroyé; v. -kângwa). Prov. 92, 139, 141, 659, 666, 1035, 1051-1053, 1424, 1462-1463, 1542, 1577, 2195, 2248."
12793,12793,Buryarya,la,14,sobriquet,n.,P383-C1,"Buryarya, la, préf. patr. 14, (cfr -ryarya 14), sobriquet, prometteur de beaux jours.",False,Buryarya,la,"Buryarya, la, préf. patr. 14, (cfr -ryarya 14), sobriquet, prometteur de beaux jours."
12798,12798,ndimiràndyé,bāndimiràndyé,Íai2a,"profiteur, paresseux qui se laisse entretenir et trouve tout normal de donner ses ordres sans prendre sa part de travail.",n.,P383-C1,"ndimiràndyé, bāndimiràndyé, Íai2a, (n-rim-ircultive pour moi, n-rí-é moi je mangerai), profiteur, paresseux qui se laisse entretenir et trouve tout normal de donner ses ordres sans prendre sa part de travail,",False,ndimiràndyé,bāndimiràndyé,"ndimiràndyé, bāndimiràndyé, Íai2a, (n-rim-ircultive pour moi, n-rí-é moi je mangerai), profiteur, paresseux qui se laisse entretenir et trouve tout normal de donner ses ordres sans prendre sa part de travail,"
12823,12823,akabúrabúryo,utu,,petit enfant,n.,P384-C1,"akabúrabúryo, utu, 1213, (-búr- manquer de, -'rvo 14 adresse), petit enfant. Syn. akarérwa.",False,akabúrabúryo,utu,"akabúrabúryo, utu, 1213, (-búr- manquer de, -'rvo 14 adresse), petit enfant. Syn. akarérwa."
12853,12853,inábúsa,bāyínabùûsa,12,mère d'un petit enfant,n.,P385-C2,"inábúsa, bāyínabùûsa, lal2a, (cfr -'sa 14), mère d'un petit enfant.",False,inábúsa,bāyínabùsa,"inábúsa, bāyínabùûsa, lal2a, (cfr -'sa 14), mère d'un petit enfant."
12855,12855,akanyábûsa,utunyábúsa,1213,enfant chétif,n.,P385-C2,"akanyábûsa, utunyábúsa, 1213, (cfr -sa 14), enfant chétif, malingre. Syn. agahwiriri.",False,akanyábûsa,utunyábúsa,"akanyábûsa, utunyábúsa, 1213, (cfr -sa 14), enfant chétif, malingre. Syn. agahwiriri."
12966,12966,agasâĉhebe,udu,12)13,espèce de plante: Fagara,n.,P389-C1,"agasâĉhebe, udu, 12)13, espèce de plante: Fagara.",False,agasâĉhebe,udu,"agasâĉhebe, udu, 12)13, espèce de plante: Fagara."
13017,13017,umusallaba,imi,314,croix,n.,P391-C2,"umusallaba, imi, 314, (arabe), croix. Crucifix. Inzira yumusalaba, chemin de la croix. Umusalaba wUmwěpiskópi, croix pectorale,",False,umusallaba,imi,"umusallaba, imi, 314, (arabe), croix. Crucifix. Inzira yumusalaba, chemin de la croix. Umusalaba wUmwěpiskópi, croix pectorale,"
13022,13022,isáludí,9i,,salut militaire.,n.,P391-C2,"isáludí, 9i, (fr.), salut militaire. Gukúbita isáludí, saluer en se mettant dau claquer des talons.",False,isáludí,9i,"isáludí, 9i, (fr.), salut militaire. Gukúbita isáludí, saluer en se mettant dau claquer des talons."
13026,13026,isāma,9i,,"bruit, sonorité.",n.,P391-C2,"isāma, 9i, (cfr -sām-), bruit, sonorité. Nd’'isăke yisāma isaāmíra ku muzi n'âb’'i bwămi bakûmva, je suis le coq dont le chant retentit de la maison jusqu’à la cour royale.",False,isāma,9i,"isāma, 9i, (cfr -sām-), bruit, sonorité. Nd’'isăke yisāma isaāmíra ku muzi n'âb’'i bwămi bakûmva, je suis le coq dont le chant retentit de la maison jusqu’à la cour royale."
13033,13033,igisámaganga,Vv.,,,,P392-C1,"igisámaganga, Vv. -ganga.",False,igisámaganga,Vv.,"igisámaganga, Vv. -ganga."
13133,13133,umusângarêmbo,v.,,rêmbo,v.,P395-C2,"umusângarêmbo, v. -rêmbo.",False,umusângarêmbo,v.,"umusângarêmbo, v. -rêmbo."
13134,13134,umusangasanga,imi,,mimosa,n.,P395-C2,"umusangasanga, imi, mimosa. Albizia adianthifolia (ScHUM.) W.F. WIGHT. Syn. umusebéya.",False,umusangasanga,imi,"umusangasanga, imi, mimosa. Albizia adianthifolia (ScHUM.) W.F. WIGHT. Syn. umusebéya."
13278,13278,isaswa,amas,5|6,"couche de paille, litière, literie.",n.,P400-C2,"isaswa, amas, 5|6, (cfr -sasw-), couche de paille, litière, literie.",False,isaswa,amas,"isaswa, amas, 5|6, (cfr -sasw-), couche de paille, litière, literie."
13289,13289,agasáte,udu,1213,petit éclat de bois; planchette,n.,P400-C2,"agasáte, udu, 1213, (cfr -sâte 7), petit éclat de bois, éclisse; planchette. || Tranche.",False,agasáte,udu,"agasáte, udu, 1213, (cfr -sâte 7), petit éclat de bois, éclisse; planchette. || Tranche."
13306,13306,umusâvé,imi,3lj4,Le bois de cet arbre est fréquemment employé dans la construction des cases.,n.,P401-C1,"umusâvé, imi, 3lj4, Markhamia platycalyx SPRAGUE; M. lutea-spathodea nilotica SEEM. — Le bois de cet arbre est fréquemment employé dans la construction des cases. Il est considéré comme le meilleur bois parmi d’autres utilisés à cette fin.",False,umusâvé,imi,"umusâvé, imi, 3lj4, Markhamia platycalyx SPRAGUE; M. lutea-spathodea nilotica SEEM. — Le bois de cet arbre est fréquemment employé dans la construction des cases. Il est considéré comme le meilleur bois parmi d’autres utilisés à cette fin."
13313,13313,rusavyi,Ila,,"Sans augment, sans complém., à la manière d'un serviteur, pauvrement.",n.,P401-C1,"rusavyi, Ila, (cfr -savyi 1), sans augment, sans complém., à la manière dun serviteur, pauvrement. Syn. rushumba.",False,rusavyi,Ila,"rusavyi, Ila, (cfr -savyi 1), sans augment, sans complém., à la manière dun serviteur, pauvrement. Syn. rushumba."
13343,13343,agasāzi,udusāzi,12l13,moucheron,n.,P402-C1,"agasāzi, udusāzi, 12l13, (cfr -sāzi 9i), moucheron. Gashiruka amânga kazōpfa, (devinette), elle ne doute de rien, elle périra; agasāzi mu rubănga rwumwămi, une pauvre mouche sur le front du roi. SE",False,agasāzi,udusāzi,"agasāzi, udusāzi, 12l13, (cfr -sāzi 9i), moucheron. Gashiruka amânga kazōpfa, (devinette), elle ne doute de rien, elle périra; agasāzi mu rubănga rwumwămi, une pauvre mouche sur le front du roi. SE"
13411,13411,sêgitorôgo,V.,,,n.,P404-C2,"sêgitorôgo, V. -torôgo.",False,sêgitorôgo,V.,"sêgitorôgo, V. -torôgo."
13444,13444,umusekera,imi,,Macaranga neomilbreadiana LEBRUN.,n.,P405-C2,"umusekera, imi, Macaranga neomilbreadiana LEBRUN.",False,umusekera,imi,"umusekera, imi, Macaranga neomilbreadiana LEBRUN."
13460,13460,Seksajēzíma,la,,sexagésime,n.,P406-C1,"Seksajēzíma, la, (lat.), sexagésime.",False,Seksajēzíma,la,"Seksajēzíma, la, (lat.), sexagésime."
13498,13498,umusēna,imi,3|4,Le jus des feuilles est administré aux vaches,n.,P407-C1,"umusēna, imi, 3|4, Celosia elegantissima HAumMmaN; Ficus urceolaris WELW. — Le jus des feuilles est administré aux vaches pour faciliter de larrière-faix.",False,umusēna,imi,"umusēna, imi, 3|4, Celosia elegantissima HAumMmaN; Ficus urceolaris WELW. — Le jus des feuilles est administré aux vaches pour faciliter de larrière-faix."
13529,13529,sengé,bāsêngé,11,"terme de référence, ma tante paternelle.",n.,P408-C1,"sengé, bāsêngé, lal2a, terme de référence, ma tante paternelle, la sæur de mon père. Sengé mutôyí, mushíki wa dâwé, ma tante, la sœur cadette de mon père. Sengé mukuru, la sœur ainée du père. V. parenté, p. 618. Var. māsenge (rég. nord).",False,sengé,bāsêngé,"sengé, bāsêngé, lal2a, terme de référence, ma tante paternelle, la sæur de mon père. Sengé mutôyí, mushíki wa dâwé, ma tante, la sœur cadette de mon père. Sengé mukuru, la sœur ainée du père. V. parenté, p. 618. Var. māsenge (rég. nord)."
13530,13530,inásenge,bāyínasênge,1,"terme de référence, la sœur de son père.",n.,P408-C1,"inásenge, bāyínasênge, 1lal2a, (cfr -sengé la), terme de référence, la sæur de son père. Násenge ngo avyŭmve agwa mu gahûndwé, lorsque la tante entendit cela elle fut profondément étonnée. Prov. 1195. TROUWBORST 141, 161. V. parenté, p. 618.",False,inásenge,bāyínasênge,"inásenge, bāyínasênge, 1lal2a, (cfr -sengé la), terme de référence, la sæur de son père. Násenge ngo avyŭmve agwa mu gahûndwé, lorsque la tante entendit cela elle fut profondément étonnée. Prov. 1195. TROUWBORST 141, 161. V. parenté, p. 618."
13531,13531,nyogósenge,bāanyógosênge,1,"terme de référence, la sœur de lon père.",n.,P408-C1,"nyogósenge, bāanyógosênge, llal2a, (cfr nyoko la, sengé la), terme de référence, la sœur de lon père. V. parenté, p. 618.",False,nyogósenge,bānyógosênge,"nyogósenge, bāanyógosênge, llal2a, (cfr nyoko la, sengé la), terme de référence, la sœur de lon père. V. parenté, p. 618."
13634,13634,isēsero,ama,,"embouchure Qune rivière, d'un fleuve.",n.,P411-C1,"isēsero, ama, (cfr -sēs-), embouchure Qune rivière, d'un fleuve.",False,isēsero,ama,"isēsero, ama, (cfr -sēs-), embouchure Qune rivière, d'un fleuve."
13658,13658,amîisēzeranya,ó,,adieux,n.,P411-C2,"amîisēzeranya, ó, (cfr -îsēzerany-), adieux. Yēgereye ikizíga c'ûmwâna wîwé agikorakora amîsēzeranya, il s'approcha du corps de son fils et le toucha pour lui faire ses adieux.",False,amîsēzeranya,ó,"amîsēzeranya, ó, (cfr -îsēzerany-), adieux. Yēgereye ikizíga c'ûmwâna wîwé agikorakora amîsēzeranya, il s'approcha du corps de son fils et le toucha pour lui faire ses adieux."
13698,13698,ishamba,ama,,"maquis; forêt; brousse, savane herbeuse: désert; lieu inhabité",n.,P413-C1,"ishamba, ama, maquis; forêt; brousse, savane herbeuse: désert; lieu inhabité. Syn. ikibīmba, ikigunda, igihúru, igisânzé, igishambāzi, igisûûgá, igisûrīrá, iryŭûbahwa. V. aussi agahinga. Abantu hbāgútse harí umurâré atarí ishamba, un endroit vaste, non cultivé et riche en fines herbes, et qui ne soient pas hautes au point de former une vraie savane. Àsanga murí ryâ shamba ntâ bāsí, ntā bējuru, asanga n'ibihumbi n'ibindi, il aperçut des milliers et des milliers (d'oiseaux) dans cette forêt, non seulement sur le sol mais aussi en l'air. Bàgūye mw-ishamba, ils sont morts loin de toute habi- Prov. 928, 1423-1425, 2002, 2363, 2545, 2641,",False,ishamba,ama,"ishamba, ama, maquis; forêt; brousse, savane herbeuse: désert; lieu inhabité. Syn. ikibīmba, ikigunda, igihúru, igisânzé, igishambāzi, igisûûgá, igisûrīrá, iryŭûbahwa. V. aussi agahinga. Abantu hbāgútse harí umurâré atarí ishamba, un endroit vaste, non cultivé et riche en fines herbes, et qui ne soient pas hautes au point de former une vraie savane. Àsanga murí ryâ shamba ntâ bāsí, ntā bējuru, asanga n'ibihumbi n'ibindi, il aperçut des milliers et des milliers (d'oiseaux) dans cette forêt, non seulement sur le sol mais aussi en l'air. Bàgūye mw-ishamba, ils sont morts loin de toute habi- Prov. 928, 1423-1425, 2002, 2363, 2545, 2641,"
13705,13705,nyabúshămbara,la,,déguenillé,adj.,P413-C2,"nyabúshămbara, la, (cfr -shămbara 5), déguenillé.",False,nyabúshămbara,la,"nyabúshămbara, la, (cfr -shămbara 5), déguenillé."
13714,13714,umushamvu,imi,3j4,semaine,n.,P413-C2,"umushamvu, imi, 3j4, semaine. Syn. indwi, uruhùsha, iyinga, icûmwêru (rw.), idominika.",False,umushamvu,imi,"umushamvu, imi, 3j4, semaine. Syn. indwi, uruhùsha, iyinga, icûmwêru (rw.), idominika."
13731,13731,igishăngara,ibi,7l8,savane,n.,P414-C1,"igishăngara, ibi, 7l8, (à rapprocher de -shá-hí-), savane agashăngara, 12, blennorragie. Syn. isófisí. gushangashira, -ye, irriter. Syn. kubákira. gushangashirwa, -we, (cfr -shangashir-), s'emporter, être furieux; rager, être en rage; se mettre en colère, être courroucé, exaspéré; s'indigner, s'irriter. Syn. kujingitwa. Arashangashirwa, ia moutarde lui monte au nez.",False,igishăngara,ibi,"igishăngara, ibi, 7l8, (à rapprocher de -shá-hí-), savane agashăngara, 12, blennorragie. Syn. isófisí. gushangashira, -ye, irriter. Syn. kubákira. gushangashirwa, -we, (cfr -shangashir-), s'emporter, être furieux; rager, être en rage; se mettre en colère, être courroucé, exaspéré; s'indigner, s'irriter. Syn. kujingitwa. Arashangashirwa, ia moutarde lui monte au nez."
13753,13753,ishâri,5,5,jalousie,n.,P415-C1,"ishâri, 5, (cfr -shárik-), jalousie. Syn. isîndwé. Kugira ishári, jalouser. Gutêra ishàri exciter la jalousie. Prov. 125.",False,ishâri,5,"ishâri, 5, (cfr -shárik-), jalousie. Syn. isîndwé. Kugira ishári, jalouser. Gutêra ishàri exciter la jalousie. Prov. 125."
13826,13826,igishėèma,ibi,,"épieu, pique, bois pointu",n.,P417-C1,"igishėèma, ibi, épieu, pique, bois pointu. Syn. igisuti. Gutêra igishèma, lancer un épieu.",False,igishėma,ibi,"igishėma, ibi, épieu, pique, bois pointu. Syn. igisuti. Gutêra igishèma, lancer un épieu."
13845,13845,umushengezi,imi,3l4,petit cruchon dont on se sert pour porter de la botsson chez les grands,n.,P417-C2,"umushengezi, imi, 3l4, (cfr -shenger-), petit cruchon dont on se sert pour porter de la botsson chez les grands.",False,umushengezi,imi,"umushengezi, imi, 3l4, (cfr -shenger-), petit cruchon dont on se sert pour porter de la botsson chez les grands."
13863,13863,ishêshé,9i,,"pagaille, criaillements",n.,P418-C1,"ishêshé, 9i, pagaille, criaillements. Gutėra ishêshé y'abarwâna, provoquer une rixe. Uryá mwâna n'îshêshé, cet enfant est un troublion. Umukbwa w'’îshêshé, une fille querelleuse, agressive,",False,ishêshé,9i,"ishêshé, 9i, pagaille, criaillements. Gutėra ishêshé y'abarwâna, provoquer une rixe. Uryá mwâna n'îshêshé, cet enfant est un troublion. Umukbwa w'’îshêshé, une fille querelleuse, agressive,"
13873,13873,Nyabáshi,la,,esprit féminin présidant aux cultures,n.,P418-C2,"Nyabáshi, la, (cfr -'shi 2), esprit féminin présidant aux cultures. Uwùndi akoméye yarí Nyabáshi, igikórwa cîwé cări ukurimīsha, nicó gitúma ylítwa IInámukózi, Inamurimyi cânké Inámuhînga, un autre personnage important, c'était Nyabashi, elle présidait aux travaux agricoles, et pour cela on lui a donné les noms de Commère travailleuse, Commère cultivatrice ou encore Commère paysanne. Nyabáshi yabândwa n'abagóre gusa, les femmes seules rendaient un culte à Nyabashi,",False,Nyabáshi,la,"Nyabáshi, la, (cfr -'shi 2), esprit féminin présidant aux cultures. Uwùndi akoméye yarí Nyabáshi, igikórwa cîwé cări ukurimīsha, nicó gitúma ylítwa IInámukózi, Inamurimyi cânké Inámuhînga, un autre personnage important, c'était Nyabashi, elle présidait aux travaux agricoles, et pour cela on lui a donné les noms de Commère travailleuse, Commère cultivatrice ou encore Commère paysanne. Nyabáshi yabândwa n'abagóre gusa, les femmes seules rendaient un culte à Nyabashi,"
13891,13891,igishíburano,ibi,718,bois de flèche,n.,P418-C2,"igishíburano, ibi, 718, (cfr -shíbur-), bois de flèche, Syn. ibano. Ahó Mutâga bărasanive na Mútara baracâtôra ibishíburano, (devinette), sur le champ de bataille où Mutara (roi du Rwanda) et Mutaga (roi du Burundi) se sont heurtés, nous y trouvons encore des débris d'armes; z'ibijumpu, des petits bouts de patates douces.",False,igishíburano,ibi,"igishíburano, ibi, 718, (cfr -shíbur-), bois de flèche, Syn. ibano. Ahó Mutâga bărasanive na Mútara baracâtôra ibishíburano, (devinette), sur le champ de bataille où Mutara (roi du Rwanda) et Mutaga (roi du Burundi) se sont heurtés, nous y trouvons encore des débris d'armes; z'ibijumpu, des petits bouts de patates douces."
13908,13908,umushigishīsho,imi,3l4,spatule,n.,P419-C1,"umushigishīsho, imi, 3l4, (cfr -shigisb-), spatule. Syn. umwuko.",False,umushigishīsho,imi,"umushigishīsho, imi, 3l4, (cfr -shigisb-), spatule. Syn. umwuko."
13946,13946,mushíkănyu,bashíkibănyu,lal|2a,la sæur aînée d'individus de sexe masculin. La cousine parallèle.,n.,P421-C1,"mushíkănyu, bashíkibănyu, lal|2a, (cfr -shiki la), la sæur aînée d'individus de sexe masculin. La cousine parallèle., V. parenté, p. 621.",False,mushíkănyu,bashíkibănyu,"mushíkănyu, bashíkibănyu, lal|2a, (cfr -shiki la), la sæur aînée d'individus de sexe masculin. La cousine parallèle., V. parenté, p. 621."
13947,13947,mushíkāwe,bashíkāwe,llal2a,SŒÆUr d'un individu de sexe masculin.,n.,P421-C1,"mushíkāwe, bashíkāwe, llal2a, (cfr -shíki 1a), SŒÆUr d'un individu de sexe masculin. Nkubaríre jyó bashíkāwe băroye?, dois-je te dire où sont tes sæurs ? V. parenté, p. 619, 621.",False,mushíkāwe,bashíkāwe,"mushíkāwe, bashíkāwe, llal2a, (cfr -shíki 1a), SŒÆUr d'un individu de sexe masculin. Nkubaríre jyó bashíkāwe băroye?, dois-je te dire où sont tes sæurs ? V. parenté, p. 619, 621."
13949,13949,umushike,imi,3j4,terrain dur à cultiver.,n.,P421-C1,"umushike, imi, 3j4, (cfr -shik-; «il faudra tirer sur sa houe »), terrain dur à cultiver. Terrain inculte, terre en friche. Kumena, gutêra umushike, défricher, Prov. 3523.",False,umushike,imi,"umushike, imi, 3j4, (cfr -shik-; «il faudra tirer sur sa houe »), terrain dur à cultiver. Terrain inculte, terre en friche. Kumena, gutêra umushike, défricher, Prov. 3523."
13953,13953,Ndarishikije,la,,appellation du dixième enfant.,n.,P421-C1,"Ndarishikije, la, (cfr -shikiz-), appellatif du dixième enfant. Syn. Bucúmi, Gacúmu, Bukbero, Nkwiro. RopgGeM, Africa-Tervuren, XVI1968-2.",False,Ndarishikije,la,"Ndarishikije, la, (cfr -shikiz-), appellatif du dixième enfant. Syn. Bucúmi, Gacúmu, Bukbero, Nkwiro. RopgGeM, Africa-Tervuren, XVI1968-2."
13982,13982,ishitku,5,5,"Remède nocif qui pousse à divaguer, à vagabonder.",n.,P421-C2,"ishitku, 5, (cfr -shikuk-), remède nocif qui pousse à divaguer, à vagabonder. Umukcbwa w'ishiku, une fille évaporée, volage. Bărakuroze ishiku, tu es victime du mauvais œil, on ta rendue volage. Ari kw-ishiku, elle est victime Run sort qui la pousse sans cesse à sortir.",False,ishitku,5,"ishitku, 5, (cfr -shikuk-), remède nocif qui pousse à divaguer, à vagabonder. Umukcbwa w'ishiku, une fille évaporée, volage. Bărakuroze ishiku, tu es victime du mauvais œil, on ta rendue volage. Ari kw-ishiku, elle est victime Run sort qui la pousse sans cesse à sortir."
14015,14015,igishimu,ibi,78,fosse,n.,P423-C1,"igishimu, ibi, 78, (sw.), fosse, grand trou, abîime. Syn. nyabarega.",False,igishimu,ibi,"igishimu, ibi, 78, (sw.), fosse, grand trou, abîime. Syn. nyabarega."
14151,14151,ishîshí,9i,,partir malgré soi.,v.,P427-C2,"ishîshí, 9i, (cfr -shîshikar-), en loc, kugenda ishîshí itáboná ou itûmvá, partir malgré soi. Yagīye ishîshí itáboná, itûûmvá, il y est allé malgré lui; on la forcé à y aller.",False,ishîshí,9i,"ishîshí, 9i, (cfr -shîshikar-), en loc, kugenda ishîshí itáboná ou itûmvá, partir malgré soi. Yagīye ishîshí itáboná, itûûmvá, il y est allé malgré lui; on la forcé à y aller."
14181,14181,igishíshwa,ibi,78,écorce,n.,P428-C1,"igishíshwa, ibi, 78, (cfr -shíshur-), écorce. Coquille, Pelure, épluchure. Gousse, cosse, enveloppe. Ecale. || Gukûzàáko igishíshwa, faire rire.",False,igishíshwa,ibi,"igishíshwa, ibi, 78, (cfr -shíshur-), écorce. Coquille, Pelure, épluchure. Gousse, cosse, enveloppe. Ecale. || Gukûzàáko igishíshwa, faire rire."
14194,14194,ijisho,amâso,5j6,œil,n.,P428-C2,"ijisho, amâso, 5j6, (cfr -so), œil. Ijîisho ku rindi, œil pour œil. Gucá mu jîsho, être intelligent. Kurira ijisho rimwé (litt. pleurer dun seul œil), être dun naturel triste. Prov. 2999, shó shó shó, (inv.), particule exclamative (cfr -shó 14); les vachers s'en servent pour mener leurs troupeaux. || Formule de salutation: Shó shó shó, gira inká!, je te souhaite des troupeaux èt des troupeaux de vaches! L'’interlocuteur répond: Amashó, amashó ou encore Z’ingėre, des troupeaux, des troupeaux, des femelles. V. ngo!l, -shongora 6. On souhaite à ses amis ď'avoir beaucoup de vaches laitières et à ses ennemis de perdre la totalité de leur bétail.",False,ijisho,amâso,"ijisho, amâso, 5j6, (cfr -so), œil. Ijîisho ku rindi, œil pour œil. Gucá mu jîsho, être intelligent. Kurira ijisho rimwé (litt. pleurer dun seul œil), être dun naturel triste. Prov. 2999, shó shó shó, (inv.), particule exclamative (cfr -shó 14); les vachers s'en servent pour mener leurs troupeaux. || Formule de salutation: Shó shó shó, gira inká!, je te souhaite des troupeaux èt des troupeaux de vaches! L'’interlocuteur répond: Amashó, amashó ou encore Z’ingėre, des troupeaux, des troupeaux, des femelles. V. ngo!l, -shongora 6. On souhaite à ses amis ď'avoir beaucoup de vaches laitières et à ses ennemis de perdre la totalité de leur bétail."
14273,14273,gushózomanga,v.,,,v.,P431-C1,"gushózomanga, v. -shózamanga.",False,gushózomanga,v.,"gushózomanga, v. -shózamanga."
14285,14285,ubushăňhe,14,,chaleur,n.,P431-C2,"ubushăňhe, 14, (cfr -shûh-), chaleur. Atâêhūkira ku bushûshe, en rentrant pendant les moments chauds de la journée. || Néol. Température. Prov. 2272.",False,ubushăňhe,14,"ubushăňhe, 14, (cfr -shûh-), chaleur. Atâêhūkira ku bushûshe, en rentrant pendant les moments chauds de la journée. || Néol. Température. Prov. 2272."
14286,14286,impîmabúshùŭhe,910,,thermomètre,n.,P431-C2,"impîmabúshùŭhe, 910, (-pīm- mesurer, -shŭhe 14 température), néol., thermomètre.",False,impîmabúshùhe,910,"impîmabúshùhe, 910, (-pīm- mesurer, -shŭhe 14 température), néol., thermomètre."
14341,14341,Inabushūri,la,,mère de triplés de sexe masculin.,n.,P433-C1,"Inabushūri, la, (cfr -shūri 9i), mère de triplés de sexe masculin.",False,Inabushūri,la,"Inabushūri, la, (cfr -shūri 9i), mère de triplés de sexe masculin."
14342,14342,Sêbushūri,la,,père de triplés de sexe masculin.,n.,P433-C1,"Sêbushūri, la, (cfr -shūri 9i), père de triplés de sexe masculin.",False,Sêbushūri,la,"Sêbushūri, la, (cfr -shūri 9i), père de triplés de sexe masculin."
14370,14370,ishusho,9i,10i,"dessin, image, figure, portrait.",n.,P434-C1,"ishusho, 9i)10i, (cfr -shush-), dessin, image, figure, portrait. Var. cl. 5. Ishusho y'umuntu, la reproduction photographique d'un individu.",False,ishusho,9i,"ishusho, 9i)10i, (cfr -shush-), dessin, image, figure, portrait. Var. cl. 5. Ishusho y'umuntu, la reproduction photographique d'un individu."
14402,14402,igishwăngara,ibi,7|8,broussaille,n.,P435-C1,"igishwăngara, ibi, 7|8, (cfr -shwangar-), broussaille.",False,igishwăngara,ibi,"igishwăngara, ibi, 7|8, (cfr -shwangar-), broussaille."
14433,14433,umushwěshwe,imi,3l4,jeune pousse de bambou; remède qu'on donne aux enfants.,n.,P435-C2,"umushwěshwe, imi 3l4, (cfr -shwěshwe 7), jeune pousse de bambou; remède qu'on donne aux enfants. Prov. 113.",False,umushwěshwe,imi,"umushwěshwe, imi 3l4, (cfr -shwěshwe 7), jeune pousse de bambou; remède qu'on donne aux enfants. Prov. 113."
